,Unnamed: 0,Make,Ex-Showroom_Price,Displacement,Cylinders,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Width,Body_Type,Kerb_Weight,Gears,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Keyless_Entry,Power,Seats_Material,Type,12v_Power_Outlet,Audiosystem,Basic_Warranty,Clock,Fuel-lid_Opener,Handbrake,Instrument_Console,Third_Row_AC_Vents,Ventilation_System,Airbags,Number_of_Airbags,Parking_Assistance,Seat_Height_Adjustment,Length_new,Average_Mileage
654,654,Mahindra,1236258.0,2179.0,4.0,FWD,In-line,BS IV,"Front, Longitudinal",Injection,80.0,Diesel,1850.0,SUV,1865.0,5.0,Solid Disc,Drum,Double wish-bone with torsion bar,Semi-elliptical leaf spring with double acting hydraulic shock absorber and stab bar,245/75R16,245/75R16,Electric Power,All Windows,Remote,121PS@4000rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",2 years / Unlimited Kms,Digital,Internal,Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",3.8075201432408234,Rear sensors,Manual Adjustment,4079.0,9.16
655,655,Mahindra,1123158.0,2179.0,4.0,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,80.0,Diesel,1850.0,SUV,2510.0,5.0,Solid Disc,Drum,Double wish-bone with torsion bar,Semi-elliptical leaf spring with double acting hydraulic shock absorber and stab bar,245/75R16,245/75R16,Electric Power,All Windows,Remote,121PS@4000rpm,Fabric,Manual,1.9927140255009108,Not on offer,2 years / Unlimited Kms,Digital,Internal,Manual,Analog,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",3.8075201432408234,Rear sensors,Manual Adjustment,4079.0,11.45
656,656,Mahindra,1220030.0,2179.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60.0,Diesel,1820.0,SUV,1391.3889515219842,5.0,Ventilated Disc,Drum,"Double Wish-bone type, Independent Front Coil Spring",Multi Link Coil Spring Suspension with Anti-roll Bar,P235/65R17,P235/65R17,Hydraulic Power,All Windows,Remote,120PS@4000RPM,Fabric,Manual,2.0,Not on offer,2 years /75000 Kms (years/distance whichever comes first),Digital,Internal,Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3568.0,13.45
657,657,Mahindra,1330006.0,2179.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60.0,Diesel,1820.0,SUV,1391.3889515219842,5.0,Ventilated Disc,Drum,"Double Wish-bone type, Independent Front Coil Spring",Multi Link Coil Spring Suspension with Anti-roll Bar,P235/65R17,P235/65R17,Hydraulic Power,All Windows,Remote,120PS@4000RPM,Fabric,Manual,2.0,Not on offer,2 years /75000 Kms (years/distance whichever comes first),Digital,With Remote,Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3568.0,13.45
658,658,Mahindra,1360668.0,2179.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60.0,Diesel,1820.0,SUV,1391.3889515219842,5.0,Ventilated Disc,Drum,"Double Wish-bone type, Independent Front Coil Spring",Multi Link Coil Spring Suspension with Anti-roll Bar,P235/65R17,P235/65R17,Hydraulic Power,All Windows,Remote,140PS@3750rpm,Fabric,Manual,2.0,Not on offer,2 years /75000 Kms (years/distance whichever comes first),Digital,With Remote,Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3568.0,13.45
659,659,Mahindra,1540081.0,2179.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60.0,Diesel,1820.0,SUV,1391.3889515219842,5.0,Ventilated Disc,Drum,"Double Wish-bone type, Independent Front Coil Spring",Multi Link Coil Spring Suspension with Anti-roll Bar,P235/65R17,P235/65R17,Hydraulic Power,All Windows,Remote,140PS@3750rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",2 years /75000 Kms (years/distance whichever comes first),Digital,With Remote,Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3568.0,13.45
660,660,Mahindra,1663054.0,2179.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60.0,Diesel,1820.0,SUV,1391.3889515219842,5.0,Ventilated Disc,Drum,"Hydraulic Double Acting, Telescopic Shock Absorber",Multi Link Coil Spring Suspension with Anti-roll Bar,P235/65R17,P235/65R17,Hydraulic Power,All Windows,Remote,140PS@3750rpm,Leather,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",2 years /75000 Kms (years/distance whichever comes first),Digital,With Remote,Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3568.0,13.45
661,661,Mahindra,1423710.0,2179.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60.0,Diesel,1820.0,SUV,1391.3889515219842,6.0,Ventilated Disc,Drum,"Double Wish-bone type, Independent Front Coil Spring",Multi Link Coil Spring Suspension with Anti-roll Bar,P235/65R17,P235/65R17,Hydraulic Power,All Windows,Remote,140PS@3750rpm,Fabric,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",2 years /75000 Kms (years/distance whichever comes first),Digital,With Remote,Manual,Analog + Digital,Not Applicable,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3568.0,13.45
662,662,Skoda,1425599.0,1498.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Diesel,1699.0,Sedan,1228.0,7.0,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,185/60R15,185/60R15,Electro-Hydraulic,All Windows,Remote,110PS@4000rpm,Leather,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,Internal,Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3482.5,19.86
663,663,Skoda,1269599.0,1598.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Petrol,1699.0,Sedan,1187.0,7.0,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,185/60R15,185/60R15,Electro-Hydraulic,All Windows,Remote,105PS@5250rpm,Leather,Automatic,2.0,Not on offer,3 years / Unlimited Kms,Digital,Internal,Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3482.5,13.42
664,664,Skoda,1299599.0,1498.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Diesel,1699.0,Sedan,1210.0,5.0,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,185/60R16,185/60R16,Electro-Hydraulic,All Windows,Remote,110PS@4000rpm,Leather,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,Internal,Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3482.5,19.564999999999998
665,665,Skoda,1139599.0,1598.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55.0,Petrol,1699.0,Sedan,1137.0,5.0,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,185/60R15,185/60R15,Electro-Hydraulic,All Windows,Remote,105PS@5250rpm,Leather,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",3 years / Unlimited Kms,Digital,Internal,Manual,Analog + Digital,Not Applicable,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Manual Adjustment,3482.5,13.705
666,666,Mahindra,1610180.0,2179.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70.0,Petrol,1890.0,SUV,1785.0,6.0,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,235/65R17,235/65R17,Electric Power,All Windows,Remote,140PS@4500rpm,Fabric,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",3 years /100000 Kms (years/distance whichever comes first),Digital,Internal,Manual,Analog + Digital,Yes,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Electric Adjustment,3642.5,13.85
667,667,Mahindra,1418313.0,2179.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,70.0,Diesel,1890.0,SUV,1785.0,6.0,Solid Disc,Solid Disc,McPherson type with anti-roll bar,Multilink type with anti-roll bar,P235/65 R17,P235/65 R17,Hydraulic Power,All Windows,Smart Key,155PS@3750rpm,Fabric,Manual,1.9927140255009108,"CD/MP3/DVD, USB, Aux-in",3 years /100000 Kms (years/distance whichever comes first),Digital,Internal,Manual,Analog,Yes,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Electric Adjustment,3642.5,15.55
668,668,Mahindra,1539488.0,2179.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70.0,Diesel,1890.0,SUV,1785.0,6.0,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,P235/65R17,P235/65R17,Electric Power,All Windows,Remote,155PS@3750rpm,Fabric,Automatic,3.0,"CD/MP3/DVD, USB, Aux-in",3 years /100000 Kms (years/distance whichever comes first),Digital,Internal,Manual,Analog + Digital,Yes,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag",6.0,Rear sensors,Electric Adjustment,3642.5,16.0
669,669,Mahindra,1588943.0,2179.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70.0,Diesel,1890.0,SUV,1785.0,6.0,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,P235/65R15,P235/65R15,Electric Power,All Windows,Smart Key,155PS@3750rpm,Leather,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",3 years /100000 Kms (years/distance whichever comes first),Digital,Internal,Manual,Analog + Digital,Yes,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Electric Adjustment,3642.5,16.0
670,670,Mahindra,1710118.0,2179.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70.0,Diesel,1890.0,SUV,1785.0,6.0,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,P235/65R17,P235/65R17,Electric Power,All Windows,Smart Key,155PS@3750rpm,Leather,Automatic,3.0,"CD/MP3/DVD, USB, Aux-in",3 years /100000 Kms (years/distance whichever comes first),Digital,Internal,Manual,Analog + Digital,Yes,Fully automatic climate control,"Driver frontal airbag, Drive side airbag",2.0,Rear sensors,Electric Adjustment,3642.5,16.0
671,671,Mahindra,1716319.0,2179.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70.0,Diesel,1890.0,SUV,1785.0,6.0,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,P235/65R15,P235/65R15,Electric Power,All Windows,Smart Key,155PS@3750rpm,Leather,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",3 years /100000 Kms (years/distance whichever comes first),Digital,Internal,Manual,Analog + Digital,Yes,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",6.0,Rear sensors,Electric Adjustment,3642.5,16.0
672,672,Mahindra,1837586.0,2179.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70.0,Diesel,1890.0,SUV,1785.0,6.0,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,P235/65R17,P235/65R17,Electric Power,All Windows,Smart Key,155PS@3750rpm,Leather,Automatic,3.0,"CD/MP3/DVD, USB, Aux-in",3 years /100000 Kms (years/distance whichever comes first),Digital,Internal,Manual,Analog + Digital,Yes,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",6.0,Rear sensors,Electric Adjustment,3642.5,16.0
673,673,Mahindra,1741319.0,2179.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70.0,Diesel,1890.0,SUV,1785.0,6.0,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,P235/60 R18,P235/60 R18,Electric Power,All Windows,Smart Key,155PS@3750rpm,Leather,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",3 years /100000 Kms (years/distance whichever comes first),Digital,Internal,Manual,Analog + Digital,Yes,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",6.0,Rear sensors,Electric Adjustment,3642.5,16.0
674,674,Mahindra,1862586.0,2179.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70.0,Diesel,1890.0,SUV,1785.0,6.0,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,P235/60 R18,P235/60 R18,Electric Power,All Windows,Smart Key,155PS@3750rpm,Leather,Automatic,3.0,"CD/MP3/DVD, USB, Aux-in",3 years /100000 Kms (years/distance whichever comes first),Digital,Internal,Manual,Analog + Digital,Yes,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",6.0,Rear sensors,Electric Adjustment,3642.5,16.0
675,675,Mahindra,1610180.0,2179.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70.0,Petrol,1890.0,SUV,1785.0,6.0,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,235/65R17,235/65R17,Electric Power,All Windows,Remote,140PS@4500rpm,Fabric,Automatic,2.0,"CD/MP3/DVD, USB, Aux-in",3 years /100000 Kms (years/distance whichever comes first),Digital,Internal,Manual,Analog + Digital,Yes,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Electric Adjustment,3642.5,13.85
676,676,Mahindra,1418313.0,2179.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,70.0,Diesel,1890.0,SUV,1785.0,6.0,Solid Disc,Solid Disc,McPherson type with anti-roll bar,Multilink type with anti-roll bar,P235/65 R17,P235/65 R17,Hydraulic Power,All Windows,Smart Key,155PS@3750rpm,Fabric,Manual,1.9927140255009108,"CD/MP3/DVD, USB, Aux-in",3 years /100000 Kms (years/distance whichever comes first),Digital,Internal,Manual,Analog,Yes,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Electric Adjustment,3642.5,15.55
677,677,Mahindra,1539488.0,2179.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70.0,Diesel,1890.0,SUV,1785.0,6.0,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,P235/65R17,P235/65R17,Electric Power,All Windows,Remote,155PS@3750rpm,Fabric,Automatic,3.0,"CD/MP3/DVD, USB, Aux-in",3 years /100000 Kms (years/distance whichever comes first),Digital,Internal,Manual,Analog + Digital,Yes,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag",6.0,Rear sensors,Electric Adjustment,3642.5,16.0
678,678,Mahindra,1588943.0,2179.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70.0,Diesel,1890.0,SUV,1785.0,6.0,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,P235/65R15,P235/65R15,Electric Power,All Windows,Smart Key,155PS@3750rpm,Leather,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",3 years /100000 Kms (years/distance whichever comes first),Digital,Internal,Manual,Analog + Digital,Yes,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",2.0,Rear sensors,Electric Adjustment,3642.5,16.0
679,679,Mahindra,1710118.0,2179.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70.0,Diesel,1890.0,SUV,1785.0,6.0,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,P235/65R17,P235/65R17,Electric Power,All Windows,Smart Key,155PS@3750rpm,Leather,Automatic,3.0,"CD/MP3/DVD, USB, Aux-in",3 years /100000 Kms (years/distance whichever comes first),Digital,Internal,Manual,Analog + Digital,Yes,Fully automatic climate control,"Driver frontal airbag, Drive side airbag",2.0,Rear sensors,Electric Adjustment,3642.5,16.0
680,680,Mahindra,1716319.0,2179.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70.0,Diesel,1890.0,SUV,1785.0,6.0,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,P235/65R15,P235/65R15,Electric Power,All Windows,Smart Key,155PS@3750rpm,Leather,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",3 years /100000 Kms (years/distance whichever comes first),Digital,Internal,Manual,Analog + Digital,Yes,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",6.0,Rear sensors,Electric Adjustment,3642.5,16.0
681,681,Mahindra,1837586.0,2179.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70.0,Diesel,1890.0,SUV,1785.0,6.0,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,P235/65R17,P235/65R17,Electric Power,All Windows,Smart Key,155PS@3750rpm,Leather,Automatic,3.0,"CD/MP3/DVD, USB, Aux-in",3 years /100000 Kms (years/distance whichever comes first),Digital,Internal,Manual,Analog + Digital,Yes,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",6.0,Rear sensors,Electric Adjustment,3642.5,16.0
682,682,Mahindra,1741319.0,2179.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70.0,Diesel,1890.0,SUV,1785.0,6.0,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,P235/60 R18,P235/60 R18,Electric Power,All Windows,Smart Key,155PS@3750rpm,Leather,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",3 years /100000 Kms (years/distance whichever comes first),Digital,Internal,Manual,Analog + Digital,Yes,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",6.0,Rear sensors,Electric Adjustment,3642.5,16.0
683,683,Mahindra,1862586.0,2179.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70.0,Diesel,1890.0,SUV,1785.0,6.0,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,P235/60 R18,P235/60 R18,Electric Power,All Windows,Smart Key,155PS@3750rpm,Leather,Automatic,3.0,"CD/MP3/DVD, USB, Aux-in",3 years /100000 Kms (years/distance whichever comes first),Digital,Internal,Manual,Analog + Digital,Yes,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",6.0,Rear sensors,Electric Adjustment,3642.5,16.0
684,684,Mahindra,1852488.0,2179.0,4.0,AWD (All Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70.0,Diesel,1890.0,SUV,1785.0,6.0,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,P235/60 R18,P235/60 R18,Electric Power,All Windows,Smart Key,155PS@3750rpm,Leather,Manual,2.0,"CD/MP3/DVD, USB, Aux-in",3 years /100000 Kms (years/distance whichever comes first),Digital,Internal,Manual,Analog + Digital,Yes,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",6.0,Rear sensors,Electric Adjustment,3642.5,16.0
685,685,Mahindra,1973664.0,2179.0,4.0,AWD (All Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,70.0,Diesel,1890.0,SUV,1785.0,6.0,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll bar,Multilink Type with Coil Spring,P235/60 R18,P235/60 R18,Electric Power,All Windows,Smart Key,155PS@3750rpm,Leather,Automatic,3.0,"CD/MP3/DVD, USB, Aux-in",3 years /100000 Kms (years/distance whichever comes first),Digital,Internal,Manual,Analog + Digital,Yes,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",6.0,Rear sensors,Electric Adjustment,3642.5,16.0
